bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
20657,Some Ether,Nick Flynn,4.16,1555973035,9781555973032,eng,85,1683,87,5/1/2000,Graywolf Press
20661,A Note Slipped Under the Door: Teaching from Poems We Love,Nick Flynn/Shirley McPhillips/Philippa Stratton,4.12,1571103201,9781571103208,eng,256,57,5,1/1/2000,Stenhouse Publishers
20668,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,4.11,0684838915,9780684838915,eng,288,1106,85,4/24/1998,Scribner
20671,Monkeyluv: And Other Essays on Our Lives as Animals,Robert M. Sapolsky,4.17,0743260163,9780743260169,en-CA,209,1024,102,10/10/2006,Scribner
20677,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James/Leon Edel/Mark Wilson,4.26,0940450224,9780940450226,eng,299,27,4,12/1/1984,Library of America
20679,Advanced Statistics Demystified,Larry J. Stephens,4.0,0071432426,9780071432429,eng,324,9,0,6/7/2004,McGraw-Hill Education
20687,Lilly's Big Day,Kevin Henkes,4.2,0060742364,9780060742362,en-US,40,3177,205,3/28/2006,Greenwillow Books
20692,Chester's Way,Kevin Henkes,4.22,0688154727,9780688154721,eng,32,5218,294,9/22/1997,Greenwillow Books
20694,Julius  the Baby of the World,Kevin Henkes,4.28,0688143881,9780688143886,eng,32,6697,348,9/21/1995,Greenwillow Books
20741,Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,4.05,0394706315,9780394706313,eng,288,308,9,1/12/1982,Pantheon
20781,Aesop's Fables,Aesop/Ann McGovern,4.05,0590438808,9780590438808,eng,80,108,10,11/1/1963,Scholastic Paperbacks
20794,Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf,Stephen R. Swinburne/Jim Brandenburg,4.06,0618111204,9780618111206,eng,48,43,21,2/26/2001,HMH Books for Young Readers
20800,Conversations with Don DeLillo,Don DeLillo/Thomas DePietro,4.06,1578067049,9781578067046,en-US,183,111,7,1/13/2005,University Press of Mississippi
20809,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,0743299639,9780743299633,eng,320,6876,197,11/14/2006,Simon  Schuster
20813,Halloween,Richard Curtis,4.13,0553262963,9780553262964,eng,166,13,0,9/1/1982,Bantam
20865,Death Match (Tom Clancy's Net Force Explorers  #18),Diane Duane/Tom Clancy/Steve Pieczenik,4.17,042518448X,9780425184486,eng,192,136,1,7/1/2003,Berkley
20879,The 97th Step (Matador  #5),Steve Perry,4.22,0441581056,9780441581054,eng,304,744,9,12/1/1989,Ace
20891,A Friar's Bloodfeud (Knights Templar  #20),Michael Jecks,4.1,0755323009,9780755323005,eng,500,220,14,6/5/2006,Headline
20895,Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks,4.06,0755323017,9780755323012,eng,352,7,1,6/1/2006,Headline Book Publishing
20942,Shakespeare: The Invention of the Human,Harold Bloom,4.02,157322751X,9781573227513,eng,745,3001,182,9/1/1999,The Berkley Publishing Group
20949,American Caesar: Douglas MacArthur 1880-1964,William Manchester,4.15,0316544981,9780316544986,eng,299,10014,232,9/30/1978,Little  Brown & Company (Boston/Toronto)
20971,Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire,Wayne W. Dyer,4.02,156170315X,9781561703159,eng,1,338,12,6/1/1995,Hay House
20972,There's a Spiritual Solution to Every Problem,Wayne W. Dyer,4.27,0060192305,9780060192303,eng,288,5738,129,8/21/2001,Harper
21004,Michael Smith Elements of Style,Michael S.  Smith/Diane Dorrans Saeks,4.17,0847827623,9780847827626,eng,212,18,1,11/22/2005,Rizzoli International Publications
21010,Spares,Michael Marshall Smith,4.13,0006512674,9780006512677,eng,317,2566,160,11/2/1998,HarperCollins
21012,One of Us,Michael Marshall Smith,4.04,0553580698,9780553580693,eng,368,1302,52,7/6/1999,Bantam
21016,The Secret City (Pyrates  #1),Chris Archer,4.11,0439368510,9780439368513,eng,184,231,17,2/1/2003,Scholastic Paperbacks
21029,The Theory and Practice of Group Psychotherapy,Irvin D. Yalom/Molyn Leszcz,4.17,0465092845,9780465092840,en-US,688,7888,119,7/6/2005,Basic Books
21031,When Nietzsche Wept,Irvin D. Yalom,4.32,0060748125,9780060748128,eng,310,745,47,1/4/2005,Harper Perennial
21032,Existential Psychotherapy,Irvin D. Yalom,4.39,0465021476,9780465021475,en-US,544,3689,103,12/8/1980,Basic Books
21060,Crown Duel (Crown & Court #1-2),Sherwood Smith,4.19,0142301515,9780142301517,eng,471,745,47,6/10/2002,Firebird
21062,A Rose for the Crown,Anne Easter Smith,4.02,0743276876,9780743276870,eng,650,4685,264,3/14/2006,Simon & Schuster
21063,The Bloody Crown of Conan (Conan the Cimmerian  #2),Robert E. Howard/Gary Gianni/Patrice Louinet,4.3,0345461525,9780345461520,eng,366,3875,97,11/23/2004,Del Rey Ballantine Random House
21071,Landscape and Memory,Simon Schama,4.17,0679735127,9780679735120,eng,672,900,80,11/5/1996,Vintage
21073,The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age,Simon Schama,4.06,0679781242,9780679781240,en-US,720,1783,86,12/8/1997,Vintage
21089,The Feelings Book: The Care & Keeping of Your Emotions,Lynda Madison/Bonnie Timmons/Norm Bendell,4.16,1584855282,9781584855286,eng,104,782,51,9/1/2002,American Girl Publishing Inc
21091,A Smart Girl's Guide to Money: How to Make It  Save It  And Spend It,Nancy Holyoke/Ali Douglass,4.14,1593691033,9781593691035,en-GB,95,536,65,3/1/2006,American Girl Publishing Inc
21093,What Would You Do? (American Girl Library),Patti Kelley Criswell/Norm Bendell,4.26,1584858745,9781584858744,en-US,63,77,5,7/1/2004,American Girl Publishing Inc
21116,Golden Urchin,Madeleine Brent,4.09,0449213897,9780449213896,en-GB,384,66,10,11/12/1987,Fawcett
21119,The Ethics of Ambiguity,Simone de Beauvoir/Bernard Frechtman,4.15,080650160X,9780806501604,eng,162,4114,153,6/1/2000,Citadel
21125,A Transatlantic Love Affair: Letters to Nelson Algren,Simone de Beauvoir/Nelson Algren/Sylvie Le Bon de Beauvoir/Vanessa Kling/Ellen Gordon Reeves,4.01,1565845609,9781565845602,eng,560,235,16,9/1/1999,The New Press
21126,La force de l'âge,Simone de Beauvoir,4.15,2070377822,9780582461536,fre,299,192,17,11/14/1986,Folio
21173,Sarah Bernhardt,Elizabeth Silverthorne/Betty McCollum,4.25,0791074587,9780791074589,eng,136,4,0,1/1/2004,Chelsea House Publishers
21182,The Wisdom of Life,Arthur Schopenhauer/Thomas Bailey Saunders,4.14,0486435504,9780486435503,eng,96,1487,77,3/8/2004,Dover Publications
21200,More Classic Italian Cooking,Marcella Hazan,4.48,0345314034,9780345314031,eng,465,64,3,7/12/1984,Ballantine Books
21214,Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,4.0,0071451382,9780071451383,eng,252,9,1,11/23/2005,McGraw-Hill Companies
21220,Effigies (Faye Longchamp  #3),Mary Anna Evans,4.03,1590583426,9781590583425,eng,301,460,47,1/15/2007,Poisoned Pen Press
21230,Stormie: A Story of Forgiveness and Healing,Stormie Omartian,4.4,1565078322,9781565078321,eng,192,430,44,9/1/1997,Harvest House Publishers
21248,Lake Orion (Images of America: Michigan),James E. Ingram/Lori Grove,4.5,0738539562,9780738539560,eng,128,1,0,7/19/2006,Arcadia Publishing
21266,Rick Steves' Europe Through the Back Door,Rick Steves,4.24,1566918081,9781566918084,eng,299,3569,70,9/12/2017,Avalon Travel
21276,A Dangerous Man (Hank Thompson  #3),Charlie Huston,4.07,034548133X,9780345481337,eng,286,2735,162,9/19/2006,Ballantine Books
21278,Caught Stealing (Hank Thompson  #1),Charlie Huston,4.04,0345464788,9780345464781,eng,240,4797,431,5/31/2005,Ballantine Books
21283,The Dead Yard (Michael Forsythe #2),Adrian McKinty,4.12,0743499484,9780743499484,eng,364,1506,101,12/26/2006,Pocket Books
21315,Diary of a Spider,Doreen Cronin/Harry Bliss,4.25,0060001534,9780060001537,en-US,40,8134,292,7/26/2005,HarperCollins
21321,Ultimate Spider-Man  Volume 7,Brian Michael Bendis/Mark Bagley,4.1,078512148X,9780785121480,eng,344,272,9,10/4/2006,Marvel
21322,Fables: 1001 Nights of Snowfall,Bill Willingham/Esao Andrews/John Bolton/Mark Buckingham/James Jean/Derek Kirk Kim/Tara  McPherson/Jill Thompson/Mark Wheatley/Michael Wm. Kaluta/Charles Vess/Brian Bolland,4.14,1401203671,9781401203672,eng,140,745,538,10/18/2006,Vertigo
21323,Cold Fire / Hideaway / The Key to Midnight,Dean Koontz/Leigh Nichols,4.18,0399146261,9780399146268,eng,299,745,13,8/28/2000,Putnam Adult
21324,Fables  Vol. 8: Wolves,Bill Willingham/Mark Buckingham/Steve Leialoha/Shawn McManus/Andrew Pepoy,4.27,1401210015,9781401210014,eng,160,745,568,12/20/2006,Vertigo
21325,Fables  Vol. 4: March of the Wooden Soldiers,Bill Willingham/Mark Buckingham/Craig Hamilton/Steve Leialoha/P. Craig Russell,4.29,1401202225,9781401202224,eng,231,745,47,11/30/2004,Vertigo
21327,Fables  Vol. 7: Arabian Nights (and Days),Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy,4.09,1401210007,9781401210007,eng,143,745,547,7/5/2006,Vertigo
21328,Fables  Vol. 6: Homelands,Bill Willingham/David Hahn/Mark Buckingham/Lan Medina/Steve Leialoha,4.28,1401205003,9781401205003,eng,190,745,47,1/27/2006,Vertigo
21329,Fables  Vol. 3: Storybook Love,Bill Willingham/Bryan Talbot/Lan Medina/Mark Buckingham/Linda Medley/Steve Leialoha/James Jean,4.13,140120256X,9781401202569,eng,190,745,47,5/1/2004,Vertigo
21330,Fables  Vol. 5: The Mean Seasons,Bill Willingham/Mark Buckingham/Steve Leialoha/Tony Akins/Jimmy Palmiotti,4.19,1401204864,9781401204860,eng,166,745,47,4/30/2005,Vertigo
21338,Brewer's Dictionary of Phrase and Fable,John Ayto,4.38,0061121207,9780061121203,en-US,299,40,4,8/15/2006,Collins Reference
21342,Math Fables,Greg Tang/Heather Cahoon,4.03,043945400X,9780439454001,eng,40,0,0,1/1/1949,Scholastic Inc.
21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.04,0787960756,9780787960759,eng,227,745,47,4/11/2002,Jossey-Bass
21348,Aesop's Fables,Aesop/Laura Harris/Laura Gibbs,4.05,0192840509,9780192840509,eng,306,745,47,4/10/2003,Oxford University Press
21362,Seize the Night (Moonlight Bay  #2),Dean Koontz/Keith Szarabajka,4.08,0553479016,9780553479010,eng,12,745,390,12/29/1998,Random House Audio Publishing Group
21365,From the Corner of His Eye,Dean Koontz/Stephen Lang,4.03,0553502697,9780553502695,en-US,0,29,3,12/26/2000,Random House Audio Publishing Group
21425,3rd Degree,James Patterson/Andrew Gross/Carolyn McCormick,4.02,1586215981,9781586215989,eng,7,76,9,3/1/2004,Hachette Audio
21426,2nd Chance (Women's Murder Club #2),James Patterson/Melissa Leo/Jeremy Piven/Andrew Gross,4.04,1594831165,9781594831164,eng,5,28,4,2/27/2006,Little  Brown & Company
21437,Pop Goes the Weasel,James Patterson/Roger Rees/Keith David,4.0,1594836116,9781594836114,en-GB,460,49,5,11/13/2006,Little  Brown & Company
21484,The Winds of War (The Henry Family  #1),Herman Wouk,4.37,0316952664,9780316952668,eng,299,745,47,2/5/2002,Back Bay Books
21491,The Choirboys,Joseph Wambaugh,4.06,0752851314,9780752851310,eng,368,4227,126,4/18/2002,Orion
21534,Trunk Music (Harry Bosch  #5; Harry Bosch Universe  #6),Michael Connelly/Dick Hill,4.18,1423323386,9781423323389,eng,13,126,26,11/28/2006,Brilliance Audio
21535,Angels Flight (Harry Bosch  #6),Michael Connelly/Dick Hill,4.18,159737685X,9781597376853,eng,9,106,20,7/25/2005,Brilliance Audio
21536,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly/Dick Hill,4.1,1423323254,9781423323259,eng,12,209,54,11/25/2006,Brilliance Audio
21538,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly/Len Cariou,4.13,1594830207,9781594830204,eng,12,198,28,5/1/2005,Hachette Audio
21539,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly/Len Cariou,4.12,1594835896,9781594835896,eng,11,174,35,10/9/2006,Little  Brown & Company
21543,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly/Buck Schirner,4.2,1423323238,9781423323235,eng,15,115,33,6/25/2006,Brilliance Audio
21544,The Concrete Blonde (Harry Bosch  #3),Michael Connelly/Dick Hill,4.16,1596009209,9781596009202,en-US,12,132,28,5/25/2005,Brilliance Audio
21552,The Spenser Collection: Volume I (Spenser  #27-28),Robert B. Parker/Joe Mantegna,4.26,0739340190,9780739340196,en-US,0,77,3,5/30/2006,RH Audio
21581,Chance (Spenser  #23),Robert B. Parker/Burt Reynolds,4.1,0787107123,9780787107123,en-US,4,13,2,4/1/1996,Audio Literature
21611,The Forever War (The Forever War  #1),Joe Haldeman,4.15,0060510862,9780060510862,eng,278,745,47,9/2/2003,Voyager
21671,Mystic River,Dennis Lehane,4.18,0060584750,9780060584757,eng,416,745,47,2/1/2001,William Morrow Paperbacks
21673,Mystic River,Dennis Lehane,4.18,0593047508,9780593047507,eng,401,44,3,3/5/2001,Bantam Press
21683,Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,4.09,0380730367,9780380730360,eng,375,745,47,5/2/2000,HarperTorch
21686,Shutter Island,Dennis Lehane,4.09,038073186X,9780380731862,eng,369,745,47,4/27/2004,HarperTorch
21717,Triptych (Will Trent  #1),Karin Slaughter,4.13,0385339461,9780385339469,eng,393,745,47,8/15/2006,Delacorte Press
21718,Blindsighted (Grant County  #1),Karin Slaughter,4.09,0380820889,9780380820887,eng,418,745,47,10/1/2002,HarperTorch
21719,Kisscut (Grant County  #2),Karin Slaughter,4.09,0060534044,9780060534042,eng,436,745,47,9/30/2003,HarperTorch
21720,Beyond Reach (Grant County  #6),Karin Slaughter,4.19,038533947X,9780385339476,eng,404,745,47,7/31/2007,Delacorte Press
21721,A Faint Cold Fear (Grant County  #3),Karin Slaughter,4.08,0060534052,9780060534059,eng,422,745,47,7/27/2004,Harper
21722,Faithless (Grant County  #5),Karin Slaughter,4.12,0440242916,9780440242918,en-US,549,745,47,7/25/2006,Dell Publishing Company
21735,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593553943,9781593553944,eng,14,178,35,5/11/2004,Brilliance Audio
21739,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse/Garrick Hagon,4.09,1860428789,9780582461536,eng,15,4,0,10/1/2004,Soundings
21742,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1567408346,9781567408348,eng,3,16,3,7/8/1999,Nova Audio Books
21743,Killing Floor (Jack Reacher  #1),Lee Child/Dick Hill,4.05,159355558X,9781593555580,en-US,3,124,27,4/10/2004,Brilliance Audio
21745,Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,4.15,1590860624,9781590860625,eng,14,745,47,5/17/2002,Brilliance Audio
21746,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1590864093,9781590864098,eng,14,4,0,5/11/2004,Brilliance Audio
21747,One Shot (Jack Reacher  #9),Lee Child/Dick Hill,4.21,1593555199,9781593555191,eng,12,138,26,6/14/2005,Brilliance Audio
21749,Bad Luck and Trouble (Jack Reacher  #11),Lee Child,4.18,0739340670,9780739340677,eng,13,53,15,5/15/2007,Random House Audio
21751,The Enemy (Jack Reacher  #8),Lee Child,4.16,1423319613,9781423319610,en-US,6,10,3,4/28/2007,Brilliance Audio
21752,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse,4.09,1860429165,9780582461536,eng,14,7,1,5/1/2002,Soundings
21753,Echo Burning (Jack Reacher  #5),Lee Child,4.01,1423319524,9781423319528,eng,5,40,14,2/28/2007,Brilliance Audio
21756,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593358725,9781593358723,en-US,14,3,1,11/25/2004,Brilliance Audio
21758,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593354746,9781593354749,eng,14,3,2,6/10/2004,Brilliance Audio
21759,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593555601,9781593555603,eng,14,11,1,11/25/2004,Brilliance Audio
21763,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593357389,9781593357382,eng,14,18,4,11/25/2004,Brilliance Audio
21764,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593353154,9781593353155,eng,14,1,0,6/10/2004,Brilliance Audio
21765,Blood on the Moon: The Assassination of Abraham Lincoln,Edward Steers Jr.,4.13,0813191513,9780813191515,eng,360,497,58,10/1/2005,University Press of Kentucky
21779,The Season: A Candid Look at Broadway,William Goldman,4.1,0879100230,9780582461536,eng,448,291,35,7/1/2004,Limelight
21784,William Goldman: Four Screenplays,William Goldman,4.29,155783198X,9780582461536,en-US,504,17,1,5/1/2000,Applause Books
21787,The Princess Bride,William Goldman,4.26,0345418263,9780345418265,eng,456,745,47,7/15/2003,Ballantine Books
21803,La princesa prometida,William Goldman,4.26,8427030975,9780582461536,spa,480,39,7,6/14/2005,Planeta Publishing
21823,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,4.26,0151730857,9780151730858,eng,283,460,73,9/1/1973,Harcourt  Brace  Jovanovich
21832,The League of Night and Fog (Mortalis  #3),David Morrell,4.1,0446691925,9780446691925,eng,448,2564,64,4/1/2003,Grand Central Publishing
21837,The Fraternity of the Stone (Mortalis  #2),David Morrell,4.16,074723891X,9780747238911,eng,448,2646,68,7/16/1992,Headline
21838,The Brotherhood of the Rose (Mortalis  #1),David Morrell,4.14,0747238901,9780747238904,eng,416,5422,163,7/16/1992,Headline Book Publishing
21874,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,0061126578,9780061126574,eng,6,16,1,7/25/2006,HarperAudio
21895,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Tom Sellwood,4.25,0792734750,9780792734758,en-GB,13,48,19,2/1/2005,Audiogo
21906,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,0060759259,9780060759254,eng,6,39,9,1/25/2005,HarperAudio
21928,Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter/Beau Bridges,4.26,055345580X,9780553455809,eng,0,11,1,5/18/1998,Random House Audio
21930,Black Light (Bob Lee Swagger  #2),Stephen Hunter/Beau Bridges,4.13,055347748X,9780553477481,en-US,4,17,0,5/1/1996,Random House Audio Publishing Group
21931,The Day Before Midnight,Stephen Hunter/Philip Bosco,4.01,0553452118,9780553452112,eng,0,1,0,12/1/1989,Random House Audio
21932,Hot Springs (Earl Swagger  #1),Stephen Hunter/Jay O. Sanders,4.13,0743500261,9780743500265,eng,0,3,0,6/1/2000,Simon & Schuster Audio
21933,Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter/Beau Bridges,4.27,0739344242,9780739344248,eng,0,15,1,1/9/2007,RH Audio
21934,Dirty White Boys,Stephen Hunter/Will Patten,4.05,1570421927,9781570421921,eng,0,1,1,5/1/2006,Hachette Audio
21947,Bevor es Nacht wird. Ein Leben in Havanna,Reinaldo Arenas,4.17,3423129867,9780582461536,ger,400,16,2,7/1/2002,dtv
21969,The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child/Scott Brick,4.13,1594832285,9781594832284,eng,0,112,16,5/30/2006,Grand Central Publishing
21972,Relic (Pendergast #1),Douglas Preston/Lincoln Child,4.02,1423330412,9781423330417,eng,473,152,41,2/25/2007,Brilliance Audio
22036,The Godfather,Mario Puzo/Peter Bart/Robert Thompson,4.37,0451217403,9780451217400,eng,448,180,17,10/4/2005,New American Library
22077,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton/Chris Noth/Anthony Heald,4.29,0375415807,9780375415807,eng,0,107,3,6/9/2000,Random House Audio
22082,Jurassic Park,Michael Crichton,4.02,0345418956,9780345418951,en-US,400,27,5,6/23/1997,Ballantine Books
22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,4.02,1400044871,9781400044870,eng,320,4545,477,9/19/2006,Knopf
22126,Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky,4.12,0786884401,9780786884407,eng,299,1126,50,8/15/2001,Hachette Books
22133,The World  the Text  and the Critic,Edward W. Said/إدوارد سعيد,4.18,0674961870,9780674961876,eng,336,198,6,6/10/2006,Harvard University Press
22135,Culture and Imperialism,Edward W. Said,4.15,0679750541,9780679750543,eng,380,4053,123,5/31/1994,Vintage
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,4.22,0143037838,9780143037835,eng,272,7838,47,9/5/2006,Penguin Books
22160,And Then There Were None,Agatha Christie/Hugh Fraser,4.26,1572704497,9781572704497,eng,0,214,49,10/15/2004,Audiogo
22163,The Wild Trees: A Story of Passion and Daring,Richard   Preston,4.09,1400064899,9781400064892,eng,294,5588,47,8/23/2007,Random House (NY)
22175,Strange Pilgrims,Gabriel García Márquez,4.03,1400034698,9781400034697,eng,208,6952,422,11/14/2006,Vintage
22176,Doce cuentos peregrinos,Gabriel García Márquez,4.03,1400034949,9781400034949,spa,192,3205,195,11/14/2006,Vintage
22198,The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,4.12,0767906284,9780767906289,en-US,320,323,37,12/18/2007,Broadway Books
22200,Count Zero (Sprawl  #2),William Gibson,4.01,0441013678,9780441013678,en-US,308,745,47,3/7/2006,Ace Books
22201,Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,4.24,0345490096,9780345490094,eng,393,5130,163,2/28/2006,Del Rey Books
22202,Bravo Two Zero,Andy McNab,4.09,0552153575,9780552153577,eng,416,9151,269,11/1/2005,Corgi
22205,This Lullaby,Sarah Dessen,4.03,0142501557,9780142501559,eng,345,745,47,3/8/2004,Speak
22208,Hush! A Thai Lullaby,Minfong Ho/Holly Meade,4.03,0531071669,9780531071663,eng,32,1315,197,3/1/2000,Scholastic Inc.
22209,Lullaby Town (Elvis Cole  #3),Robert Crais,4.14,0752817000,9780752817002,eng,296,8359,319,4/1/2008,Orion
22239,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross,4.05,0767906896,9780767906890,eng,288,966,108,9/9/2003,Broadway Books
22277,Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden,4.11,9833346685,9780582461536,msa,299,28,6,7/1/2006,Marshall Cavendish Editions
22278,Memoirs of a Geisha,Arthur Golden,4.11,0701169699,9780701169695,eng,452,57,8,10/5/2000,Chatto & Windus
22307,Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,4.34,1553651529,9781553651529,eng,176,256,22,8/4/2005,Douglas & McIntyre
22323,Burning Chrome (Sprawl  #0),William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,4.06,0060539828,9780060539825,eng,224,745,47,7/29/2003,Harper Voyager
22337,The Neil Gaiman Audio Collection,Neil Gaiman,4.24,0060732989,9780060732981,eng,1,1666,208,8/31/2004,HarperFestival
22338,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman/Dave McKean,4.03,0060587032,9780060587031,en-US,64,284,31,9/26/2006,HarperCollins
22339,Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,4.22,1563893339,9781563893339,eng,95,745,198,12/1/1997,Vertigo
22345,New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,4.06,0785110674,9780785110675,eng,120,2113,54,11/15/2006,Marvel
22351,New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,4.06,0785108114,9780785108115,eng,144,7602,135,9/27/2006,Marvel
22355,Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,4.08,1563890348,9781563890345,eng,192,5447,235,4/17/2000,Vertigo
22360,Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,4.27,1401212026,9781401212025,eng,203,1363,52,4/1/2007,Vertigo
22365,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,4.23,0785123261,9780785123262,eng,299,2952,112,12/6/2006,Marvel
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,4.1,1401204252,9781401204259,eng,216,745,47,1/11/2005,DC Comics
22390,Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,4.15,1401209998,9781401209995,eng,256,2322,77,8/30/2006,Vertigo
22394,The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,4.2,1401200192,9781401200190,en-US,288,3346,83,12/1/2002,DC Comics Vertigo
22398,The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,4.21,1563897288,9781563897283,en-US,232,4084,86,8/1/2001,Vertigo
22401,The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,4.17,1563894440,9781563894442,en-US,104,3882,74,2/1/1998,Vertigo
22406,The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,4.24,1563896001,9781563896002,en-US,224,3852,63,2/1/2000,DC Comics Vertigo
22409,The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,4.19,1563894890,9781563894893,en-US,240,4270,67,3/1/1999,Vertigo
22417,Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,4.34,1563894815,9781563894817,eng,208,745,281,2/1/1999,Vertigo
22418,Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,4.41,1563895684,9781563895685,eng,144,745,193,9/1/1999,Vertigo
22420,Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,4.41,1563897229,9781563897221,eng,144,11372,146,7/1/2001,Vertigo
22421,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,4.39,1563896273,9781563896279,eng,133,745,146,9/1/2000,Vertigo
22423,Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,4.47,1563899531,9781563899539,eng,140,9963,90,4/1/2003,Vertigo
22424,Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos,4.51,1401202179,9781401202170,eng,144,10308,184,6/1/2004,Vertigo
22425,Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,4.44,1563899884,9781563899881,eng,144,10331,90,12/1/2003,Vertigo
